country1,Afghanistan,Albania,Algeria,American Samoa,Andorra,Angola,Anguilla,Antarctica,Antigua and Barbuda,Argentina,Armenia,Aruba,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Botswana,Bouvet Island,Brazil,British Indian Ocean Territory,British Virgin Islands,Brunei,Bulgaria,Burkina Faso,Burma,Burundi,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Christmas Island,Cocos (Keeling) Islands,Colombia,Comoros,Cook Islands,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Curaçao,Cyprus,Czechia,Democratic Republic of the Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Eswatini,Ethiopia,Falkland Islands,Faroe Islands,Fiji,Finland,France,French Guiana,French Polynesia,French South Antarctic Territory,Gabon,Gambia,Gaza Strip,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guadeloupe,Guam,Guatemala,Guernsey,Guinea,Guinea-Bissau,Guyana,Haiti,Heard Island and McDonald Islands,Honduras,Hong Kong,Hungary,Iceland,India,Indonesia,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kiribati,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Lesotho,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macau,Madagascar,Malawi,Malaysia,Maldives,Mali,Malta,Marshall Islands,Martinique,Mauritania,Mauritius,Mayotte,Mexico,Micronesia,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Namibia,Nauru,Nepal,Netherlands,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Niue,Norfolk Island,North Korea,North Macedonia,Northern Mariana Islands,Norway,Oman,Pakistan,Palau,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Pitcairn Islands,Poland,Portugal,Puerto Rico,Qatar,Republic of the Congo,Romania,Russia,Rwanda,Réunion,Saint Helena,Saint Kitts and Nevis,Saint Lucia,Saint Pierre and Miquelon,Saint Vincent and the Grenadines,Samoa,San Marino,Sao Tome and Principe,Saudi Arabia,Senegal,Serbia,Seychelles,Sierra Leone,Singapore,Slovakia,Slovenia,Solomon Islands,Somalia,South Africa,South Georgia and the South Sandwich Islands,South Korea,Spain,Sri Lanka,Sudan,Suriname,Svalbard and Jan Mayen,Sweden,Switzerland,Syria,Taiwan,Tajikistan,Tanzania,Thailand,Timor-Leste,Togo,Tokelau,Tonga,Trinidad and Tobago,Tunisia,Turkey,Turkmenistan,Turks and Caicos Islands,Tuvalu,U.S. Virgin Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,Vanuatu,Vatican City,Venezuela,Vietnam,Wallis and Futuna,Western Sahara,Yemen,Zambia,Zimbabwe
Philippines,Northwest,Northwest,Northwest,East,Northwest,West,North,South,North,South,Northwest,Northeast,South,Northwest,Northwest,Northeast,Northwest,Northwest,North,Northwest,Northwest,Northeast,West,North,Northwest,Southeast,Northwest,West,Southwest,West,West,North,Southwest,Northwest,West,Northwest,West,West,West,Northeast,Northwest,Northeast,West,West,Southeast,Northwest,Southwest,Southwest,Northeast,West,Southeast,Northeast,West,Northwest,Northeast,Northeast,Northwest,Northwest,West,Northwest,West,North,North,Northeast,Northwest,Northeast,West,West,Northwest,Southwest,West,South,North,Southeast,Northwest,Northwest,North,East,Southwest,West,Northwest,Northwest,Northwest,Northwest,West,Northwest,Northwest,North,North,North,East,Northeast,Northwest,Northwest,Northwest,North,Northeast,Southwest,Northeast,Northwest,Northwest,North,West,Southwest,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,Northeast,Northeast,Northwest,Northwest,Northwest,West,East,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,Southwest,West,Northwest,Northwest,Northwest,Northwest,Northwest,West,West,West,West,Northwest,Northwest,East,North,Northwest,Southwest,West,Northeast,East,Northwest,Northwest,North,Northwest,North,Northwest,West,West,East,Northwest,Northwest,Southeast,Southeast,Northeast,Northwest,West,Southeast,Southeast,North,Northwest,East,Northwest,West,Northwest,East,Northwest,Northeast,Southeast,South,East,0,East,Northwest,Northwest,North,West,West,Northwest,North,West,Southwest,West,North,North,North,North,East,Northwest,West,West,Northwest,Northwest,West,West,Southwest,Northwest,Northwest,Southeast,West,Southwest,South,North,Northwest,West,West,North,North,Northwest,Northwest,Northwest,North,Northwest,West,West,South,West,East,Southeast,North,Northwest,Northwest,Northwest,North,East,North,West,Northwest,West,Northwest,Northeast,South,Northwest,Southeast,Northwest,Northeast,West,East,Northwest,West,West,West
Pitcairn Islands,Northwest,Northeast,East,West,Northeast,Southeast,Northeast,South,Northeast,Southeast,North,Northeast,Southwest,Northeast,North,Northeast,Northeast,West,East,Northeast,Northeast,Northeast,East,Northeast,West,East,Northeast,Southeast,Southeast,East,Southwest,Northeast,West,Northeast,East,West,Southeast,West,East,North,East,Northeast,Southeast,East,Southeast,Northwest,Southwest,Southwest,East,South,West,Northeast,East,Northeast,Northeast,Northeast,Northeast,Northeast,Southeast,Northeast,Southeast,Northeast,Northeast,East,East,Northeast,Southeast,Southeast,North,Southeast,Southeast,Southeast,Northeast,West,North,Northeast,East,West,South,Southeast,East,Northeast,North,Northeast,East,Northeast,Northeast,North,East,Northeast,West,Northeast,Northeast,East,East,East,Northeast,South,Northeast,West,Northeast,Northeast,West,West,North,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Northwest,Northeast,Northeast,North,Southeast,West,Northeast,Northeast,Northwest,West,Northeast,Northeast,Southeast,East,East,Northeast,Northeast,Northeast,West,South,Southeast,West,Southwest,East,Northeast,West,Northeast,East,South,South,Northeast,West,Northeast,Northeast,Northwest,Northeast,Northeast,East,Southeast,Southeast,West,West,Northeast,West,Southwest,Northeast,East,East,West,West,Northwest,Northeast,West,Northeast,Southwest,Northwest,West,Northeast,Northeast,West,East,East,West,0,Northeast,Northeast,Northeast,Northeast,Southeast,Northeast,Northwest,Southeast,South,Southeast,Northeast,Northeast,Northeast,East,West,Northeast,East,East,East,Northeast,South,East,West,Northeast,Northeast,West,South,Southeast,Southeast,Northwest,Northeast,Southwest,Southeast,East,North,Northeast,Northeast,Northeast,West,Northwest,Southeast,West,West,East,West,West,East,Northeast,Northeast,North,Northeast,West,Northeast,Southeast,Northeast,Southwest,Northeast,Northeast,Southeast,Northwest,West,Northeast,East,West,West,East,Southeast,Southeast,Southeast
Poland,East,South,Southwest,North,Southwest,South,West,South,West,Southwest,Southeast,West,East,Southwest,East,West,Southeast,East,West,East,West,Northwest,Southwest,West,East,West,South,South,South,Southwest,Southeast,West,East,Southeast,Southwest,East,South,East,South,Northwest,Southwest,West,South,South,Southwest,East,East,East,West,Southeast,North,West,Southwest,South,West,West,Southeast,Southwest,South,Northwest,Southeast,West,West,West,Southeast,Northwest,South,Southeast,Northeast,South,Southeast,Southwest,Northwest,Northeast,North,West,West,North,Southeast,South,Southwest,Southeast,East,West,Southwest,Southwest,South,Northwest,West,West,Northeast,Northwest,West,Southwest,Southwest,West,West,Southeast,West,East,South,Northwest,East,East,Southeast,Southeast,West,West,Southeast,Southwest,West,Northeast,West,Southeast,East,Southeast,North,South,Southeast,East,East,Northeast,Southeast,South,Southwest,South,Southwest,Northeast,West,East,Southeast,South,East,Southeast,Southwest,South,Northeast,West,Southwest,Southeast,Southeast,Northwest,Northeast,Southeast,Southwest,Northeast,South,West,Southwest,South,South,Northeast,East,West,Northeast,Northeast,West,South,South,North,Northeast,Northeast,South,Northeast,Northwest,Southeast,East,Northeast,Southeast,West,Northeast,Southwest,West,East,Northwest,0,Southwest,West,Southeast,South,Southeast,Northeast,South,Southeast,Southwest,West,West,Northwest,West,North,Southwest,South,Southeast,Southwest,South,Southeast,Southwest,East,South,Southwest,Northeast,Southeast,South,Southwest,Northeast,Southwest,East,South,West,North,North,Southwest,Southeast,Northeast,East,South,East,East,Southwest,North,Northeast,West,Southwest,Southeast,East,West,Northeast,West,South,East,Southeast,Northwest,Northwest,Southwest,East,Northeast,Southwest,West,East,Northeast,Southwest,Southeast,South,South
Portugal,East,East,Southeast,Northwest,Northeast,Southeast,West,South,West,Southwest,East,West,East,Northeast,East,West,East,Northeast,West,Northeast,Northeast,West,South,West,Northeast,Southwest,East,Southeast,South,Southwest,East,West,Northeast,East,South,Northeast,Southeast,Northeast,Southeast,Northwest,Southwest,West,Southeast,Southeast,Southwest,Northeast,East,East,West,Southeast,Northwest,West,South,Northeast,West,West,East,Northeast,Southeast,Northeast,East,West,West,West,East,West,Southeast,East,Northeast,Southeast,East,Southwest,North,North,Northeast,Northeast,Southwest,West,Southeast,Southeast,South,East,East,Northeast,South,Southeast,East,North,West,West,Northeast,West,North,South,South,Southwest,West,Southeast,West,Northeast,Northeast,North,East,East,East,East,North,North,East,East,West,Northeast,North,East,Northeast,Southeast,Northwest,East,East,Northeast,Northeast,Northeast,East,Southeast,South,Southeast,Northeast,Northeast,Northeast,Northeast,Southeast,Southeast,East,East,South,East,North,West,South,Southeast,Southeast,West,Northeast,Northeast,Northeast,Northeast,East,West,South,Southeast,Southeast,North,Northeast,Northeast,North,Southwest,West,Southeast,Southeast,Northwest,North,Northeast,East,Northeast,North,East,East,Northeast,East,West,Northeast,Southwest,West,Northeast,West,Northeast,0,West,East,Southeast,Northeast,Northeast,Southeast,Southeast,South,West,West,Northwest,West,Northwest,Northeast,Southeast,East,South,East,East,South,East,Northeast,Northeast,North,East,Southeast,South,Northeast,East,East,Southeast,Southwest,North,Northeast,Northeast,East,Northeast,Northeast,Southeast,Northeast,Northeast,South,Northwest,Northwest,West,East,East,Northeast,West,North,West,Southeast,Northeast,East,North,Northwest,Southwest,Northeast,North,East,West,Northeast,Northwest,South,East,Southeast,Southeast
Puerto Rico,Northeast,Northeast,Northeast,West,Northeast,East,East,South,East,South,Northeast,Southwest,Southwest,Northeast,Northeast,Northwest,Northeast,Northeast,Southeast,Northeast,Northeast,West,East,North,Northeast,South,Northeast,East,Southeast,Southeast,East,East,North,Northeast,East,Northeast,East,North,East,Northwest,East,West,East,East,South,North,Northeast,East,Southwest,East,West,Southwest,East,Northeast,West,South,Northeast,Northeast,East,Northeast,East,Southeast,West,Southwest,Northeast,West,East,East,Northeast,Southeast,East,South,Northeast,West,Northeast,Northeast,Southeast,West,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,Southeast,East,Northwest,West,Northeast,East,East,Southeast,West,Southeast,West,North,Northeast,North,Northeast,North,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,West,Northwest,Northeast,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,North,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,North,East,East,Northeast,Northeast,East,Northeast,West,Southeast,East,East,East,West,Northwest,Northeast,Northeast,North,Northeast,East,Northeast,East,Southeast,West,Northeast,Northeast,West,Southwest,West,East,East,West,Southwest,North,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,Southwest,West,South,South,North,Southwest,Northeast,Northeast,0,Northeast,East,Northeast,North,East,East,Southeast,East,Southeast,North,Southeast,West,Northeast,East,Northeast,East,Northeast,East,East,Northeast,Northeast,Northeast,West,East,Southeast,South,North,Northeast,Northeast,East,Southeast,North,Northeast,Northeast,Northeast,North,Northeast,East,North,Northwest,East,West,West,Southeast,Northeast,Northeast,Northeast,Northwest,West,East,East,Northeast,Northeast,Northeast,Northwest,South,Northeast,West,Northeast,South,North,West,East,Northeast,East,East
Qatar,Northeast,Northwest,West,East,Northwest,Southwest,Northwest,South,Northwest,Southwest,North,Northwest,Southeast,Northwest,North,Northwest,Northwest,East,West,Northwest,Northwest,Northwest,West,Northwest,East,West,Northwest,Southwest,Southwest,West,Southeast,Northwest,East,Northwest,West,East,Southwest,East,West,North,West,Northwest,Southwest,West,Southwest,Northeast,Southeast,Southeast,West,South,East,Northwest,West,Northwest,Northwest,Northwest,Northwest,Northwest,Southwest,Northwest,Southwest,Northwest,Northwest,West,West,Northwest,Southwest,Southwest,North,South,Southwest,Southwest,Northwest,East,North,Northwest,West,East,South,Southwest,West,Northwest,North,Northwest,West,Northwest,Northwest,North,West,Northwest,East,Northwest,Northwest,West,West,West,Northwest,South,Northwest,East,Northwest,Northwest,East,East,North,Northwest,Northwest,Northwest,Northwest,Northwest,Northwest,Northeast,Northwest,Northwest,Northeast,Southwest,Northeast,Northwest,Northwest,Northeast,East,Northwest,Northwest,Southwest,West,West,Northwest,Northwest,Northwest,East,South,Southwest,East,Southeast,West,Northwest,East,Northwest,West,South,South,Northwest,East,Northwest,Northwest,Northeast,Northwest,Northwest,West,South,Southwest,East,East,Northwest,East,Southeast,Northwest,West,West,East,East,Northeast,Northwest,East,Northwest,Southeast,East,East,Northwest,Northwest,East,West,West,East,Northwest,Northwest,Northwest,Northwest,0,Southwest,Northwest,Northeast,Southwest,South,Southwest,Northwest,Northwest,Northwest,West,East,Northwest,Southwest,West,West,Northwest,South,West,East,Northwest,Northwest,East,South,Southwest,Southwest,Northeast,Northwest,Southeast,Southwest,West,North,Northwest,Northwest,Northwest,East,Northeast,Southwest,East,East,West,East,East,West,Northwest,Northwest,Northeast,Northwest,East,Northwest,Southwest,Northwest,Southeast,Northwest,Northwest,Southwest,Northeast,East,Northwest,West,East,East,West,South,Southwest,Southwest
Republic of the Congo,Northeast,North,Northwest,South,North,South,West,South,West,Southwest,Northeast,West,Southeast,North,Northeast,Northwest,Northeast,Northeast,West,North,North,West,Northwest,Northwest,Northeast,West,North,South,South,West,East,West,East,North,Northwest,East,East,East,Northwest,Northwest,Northwest,West,Northeast,North,Southwest,Northeast,East,East,West,Southeast,South,West,West,North,West,West,Northeast,North,Southeast,North,Northeast,West,West,West,Northeast,West,West,Northeast,North,Southeast,East,Southwest,North,Southeast,North,North,West,Southwest,Southeast,West,Northwest,Northeast,Northeast,North,Northwest,Northwest,North,North,West,West,East,West,North,Northwest,West,West,West,Southeast,West,Northeast,North,North,Northeast,East,Northeast,Northeast,North,North,Northeast,North,West,Northeast,North,Northeast,Northeast,East,Southeast,North,Northeast,Northeast,East,North,Northeast,South,West,North,North,North,North,East,Southeast,Southeast,East,East,Northwest,North,East,West,Northwest,Southeast,Southeast,Northwest,East,North,North,Northeast,North,West,Northwest,Southeast,South,East,Northeast,North,Southeast,South,West,Northwest,Northwest,South,Southeast,Northeast,North,East,North,Northeast,Northeast,East,Northeast,West,East,Southwest,West,East,Southwest,North,Northwest,West,Northeast,0,North,Northeast,East,Southeast,Southwest,West,West,Northwest,West,Southeast,North,West,Northeast,Northwest,North,East,West,East,North,North,East,East,South,Southwest,Northeast,North,East,Northeast,West,North,North,North,Northeast,Northeast,Northeast,East,East,East,Northwest,Southeast,Southeast,West,North,North,Northeast,West,East,West,East,North,Northeast,North,Northwest,Southwest,Northeast,Southeast,North,West,East,Southeast,Northwest,Northeast,Southeast,Southeast
Romania,East,Southwest,Southwest,Northeast,West,South,West,South,West,Southwest,East,West,East,West,East,Northwest,Southeast,East,West,North,Northwest,Northwest,Southwest,Northwest,East,West,West,South,South,West,Southeast,West,East,South,Southwest,East,South,East,South,Northwest,West,Northwest,South,South,Southwest,East,East,East,West,South,North,West,Southwest,West,Northwest,West,Southeast,Northwest,South,Northwest,Southeast,West,West,West,South,Northwest,South,Southeast,North,South,Southeast,Southwest,Northwest,Northeast,North,West,West,North,Southeast,South,Southwest,Southeast,East,Northwest,Southwest,West,South,Northwest,West,West,Northeast,Northwest,West,Southwest,Southwest,West,West,Southeast,Northwest,East,West,Northwest,East,East,East,Southeast,Northwest,Northwest,Southeast,West,West,Northeast,West,Southeast,East,South,North,Southwest,Southeast,East,East,North,Southeast,South,Southwest,South,West,North,Northwest,East,South,South,East,Southeast,Southwest,Southwest,Northeast,West,Southwest,Southeast,Southeast,Northwest,Northeast,Northeast,West,Northeast,Southwest,West,West,South,South,Northeast,East,Northwest,Northeast,East,Northwest,Southwest,Southwest,Northeast,East,Northeast,Southwest,Northeast,Northwest,Southeast,East,East,Southeast,West,East,West,West,East,Northwest,Northwest,West,West,Southeast,South,0,Northeast,South,Southeast,Southwest,West,West,Northwest,West,Northeast,West,Southwest,Southeast,Southwest,Southwest,Southeast,Southwest,East,Northwest,West,Northeast,Southeast,South,Southwest,Northeast,West,East,South,West,North,North,West,Southeast,East,East,South,East,East,Southwest,Northeast,Northeast,West,Southwest,Southeast,East,West,Northeast,West,South,Northeast,Southeast,Northwest,Northwest,Southwest,East,Northeast,West,West,East,Northeast,Southwest,Southeast,South,South
Russia,Southwest,West,Northwest,East,Northwest,West,North,Southwest,North,North,West,North,Southeast,Northwest,West,North,West,South,North,Northwest,Northwest,North,West,North,Southwest,North,Northwest,West,Southwest,Northwest,Southwest,North,South,West,West,South,West,South,West,North,Northwest,North,West,West,North,South,South,South,North,Southwest,East,North,West,Northwest,North,North,West,Northwest,West,Northwest,West,North,North,North,West,North,West,West,Northwest,Southwest,West,Northwest,Northwest,East,Northwest,Northwest,Northwest,East,Southwest,West,Northwest,West,West,Northwest,West,Northwest,West,North,North,North,Southeast,North,Northwest,Northwest,Northwest,North,North,South,North,South,Northwest,Northwest,Southwest,South,West,West,Northwest,Northwest,West,Northwest,North,Southeast,Northwest,West,West,West,East,West,West,Southwest,South,Northwest,West,Southwest,Northwest,West,Northwest,Northwest,Northwest,South,Southwest,Southwest,South,Southwest,Northwest,West,East,North,Northwest,Southwest,Southwest,Northeast,Southeast,West,Northwest,South,West,North,Northwest,Southwest,West,Southeast,Southwest,Northwest,Southeast,Southeast,North,West,West,East,Southeast,Southeast,West,Southeast,Northwest,Southwest,Southwest,Southeast,West,North,Southeast,Northwest,North,South,East,Northwest,Northwest,North,West,West,West,0,West,Southwest,West,North,North,North,North,East,Northwest,West,West,Northwest,West,Southwest,Northwest,South,Northwest,Northwest,Southeast,Southwest,West,West,Southeast,Northwest,Southwest,West,North,Northwest,Northwest,Northwest,West,Southeast,Southwest,West,South,South,West,East,East,North,West,West,West,North,East,North,West,West,Southwest,Northwest,North,Northwest,West,Southeast,Northwest,North,South,East,Northwest,Southwest,West,West
Rwanda,Northeast,North,Northwest,Southeast,Northwest,Southwest,West,South,West,Southwest,North,West,Southeast,North,North,Northwest,Northeast,Northeast,West,North,North,West,Northwest,Northwest,Northeast,West,North,South,South,West,East,West,East,North,Northwest,Northeast,South,East,Northwest,Northwest,West,West,Northwest,Northwest,Southwest,Northeast,East,East,West,Southeast,South,West,West,North,West,West,North,North,West,North,Northeast,West,West,West,North,West,West,Northeast,North,South,Northeast,Southwest,North,Southeast,North,Northwest,West,South,Southeast,West,West,North,North,North,West,Northwest,North,North,West,West,East,West,Northwest,West,West,West,West,Southeast,West,Northeast,North,North,Northeast,East,Northeast,North,Northwest,North,North,North,West,Northeast,Northwest,North,Northeast,East,East,North,Northeast,Northeast,East,North,North,South,West,Northwest,North,North,North,East,Southeast,South,East,East,Northwest,North,East,West,Northwest,Southeast,Southeast,Northwest,East,North,North,Northeast,North,West,Northwest,South,Southwest,East,Northeast,North,Southeast,Southeast,West,Northwest,Northwest,Southeast,Southeast,Northeast,North,East,North,Northeast,Northeast,East,North,West,East,Southwest,West,East,Southwest,North,Northwest,West,Northeast,West,North,Northeast,0,Southeast,Southwest,West,West,Northwest,West,Southeast,North,West,Northeast,West,North,East,West,East,North,North,East,Northeast,South,Southwest,Northeast,Northwest,East,North,West,North,North,North,North,Northeast,Northeast,Southeast,East,East,West,Southeast,Southeast,West,Northwest,North,Northeast,West,East,West,Northeast,North,Northeast,North,Northwest,Southwest,Northeast,Southeast,North,West,East,Southeast,Northwest,Northeast,South,South
Réunion,North,Northwest,Northwest,Southeast,Northwest,West,West,South,West,Southwest,North,West,East,Northwest,North,West,North,Northeast,West,North,Northwest,West,Northwest,Northwest,Northeast,Southwest,Northwest,West,Southwest,West,Northeast,West,East,Northwest,Northwest,Northeast,Northwest,Northeast,Northwest,North,West,West,Northwest,Northwest,Southwest,Northeast,East,East,West,Northwest,Southeast,West,West,Northwest,West,West,North,Northwest,Northwest,Northwest,North,West,West,West,Northwest,West,West,Northwest,North,West,Northwest,Southwest,Northwest,Southeast,North,Northwest,West,Southeast,South,West,West,North,North,Northwest,West,Northwest,Northwest,North,West,West,East,West,Northwest,West,West,West,West,South,West,Northeast,Northwest,Northwest,Northeast,East,North,North,Northwest,Northwest,North,Northwest,West,Northeast,Northwest,North,North,Northwest,Southeast,Northwest,North,North,Northeast,North,North,Southwest,West,Northwest,Northwest,North,Northwest,Northeast,West,West,Northeast,Northeast,Northwest,Northwest,East,West,Northwest,East,Northwest,West,East,North,Northwest,Northeast,Northwest,West,Northwest,West,West,East,Northeast,Northwest,Southeast,Southeast,West,Northwest,Northwest,Southeast,Southeast,Northeast,Northwest,East,North,North,North,East,North,West,East,Southwest,Southwest,East,South,North,Northwest,West,North,Northwest,North,North,Northwest,0,West,West,West,Northwest,West,Southeast,Northwest,West,North,West,Northwest,North,West,East,Northwest,Northwest,East,North,Southwest,Southwest,Northeast,Northwest,Northeast,Northwest,West,North,North,Northwest,North,Northeast,North,Northwest,Northeast,East,Northwest,Southeast,Southeast,West,Northwest,North,North,West,East,West,Northwest,North,North,Northwest,Northwest,Southwest,North,Southeast,Northwest,West,Northeast,Southeast,Northwest,North,West,West
Saint Helena,Northeast,Northeast,North,Southwest,North,East,Northwest,South,Northwest,Southwest,Northeast,Northwest,Southeast,North,Northeast,Northwest,Northeast,East,Northwest,North,North,West,North,Northwest,East,West,North,East,South,West,East,Northwest,East,Northeast,North,East,East,East,Northeast,Northwest,North,Northwest,Northeast,Northeast,Southwest,Northeast,East,East,West,East,Southwest,West,North,North,Northwest,Northwest,Northeast,North,Northeast,North,Northeast,Northwest,Northwest,West,Northeast,West,Northeast,Northeast,North,East,Northeast,Southwest,North,South,North,North,Northwest,Southwest,Southeast,Northeast,North,Northeast,Northeast,North,North,North,Northeast,North,Northwest,Northwest,East,West,North,North,North,Northwest,Northwest,Southeast,West,East,North,North,East,East,Northeast,Northeast,North,North,Northeast,North,Northwest,Northeast,North,Northeast,Northeast,East,Southwest,Northeast,Northeast,Northeast,East,North,Northeast,East,North,Northeast,North,North,North,East,East,East,East,East,North,North,South,Northwest,North,East,East,West,Southeast,Northeast,North,Northeast,North,Northwest,North,East,East,South,Northeast,North,South,South,West,Northeast,Northeast,Southwest,South,Northeast,Northeast,East,North,Northeast,Northeast,East,Northeast,West,Southeast,West,West,East,Southwest,North,North,Northwest,Northeast,Northeast,Northeast,Northeast,Northeast,East,0,Northwest,Northwest,Northwest,Northwest,Southwest,North,Northeast,Northeast,North,Northeast,East,North,East,North,North,South,East,East,Southwest,Northeast,North,East,Northeast,Northwest,North,North,North,Northeast,East,Northeast,East,East,Southeast,North,Southwest,South,Northwest,North,Northeast,Northeast,Northwest,South,Northwest,Northeast,Northeast,Northeast,North,Northwest,West,Northeast,South,North,West,East,South,North,Northeast,East,East
Saint Kitts and Nevis,Northeast,Northeast,Northeast,West,Northeast,East,North,South,East,South,Northeast,Southwest,Southwest,Northeast,Northeast,Northwest,Northeast,Northeast,Southeast,Northeast,Northeast,West,East,North,Northeast,South,Northeast,East,Southeast,South,East,Northwest,North,Northeast,East,Northeast,East,Northeast,East,Northwest,East,West,East,East,South,North,Northeast,East,Southwest,East,West,West,East,Northeast,West,Southwest,Northeast,Northeast,East,Northeast,East,Southeast,West,Southwest,Northeast,West,East,East,Northeast,Southeast,East,South,Northeast,West,Northeast,Northeast,Southeast,West,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,South,Southeast,Northwest,West,Northeast,East,East,South,West,Southeast,West,North,Northeast,North,Northeast,North,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,West,North,Northeast,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,North,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,North,East,East,Northeast,East,East,Northeast,West,Southeast,East,East,East,West,Northwest,Northeast,Northeast,North,Northeast,Southeast,Northeast,East,Southeast,West,Northeast,Northeast,West,Southwest,West,East,East,West,Southwest,North,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,Southwest,West,South,Southwest,North,Southwest,Northeast,Northeast,West,Northeast,East,Northeast,North,East,East,Southeast,0,Southeast,North,South,West,Northeast,East,Northeast,East,Northeast,East,East,Northeast,Northeast,Northeast,West,East,Southeast,South,North,Northeast,Northeast,East,Southeast,North,Northeast,Northeast,Northeast,North,Northeast,East,Northeast,Northwest,East,West,West,South,Northeast,Northeast,Northeast,Northwest,West,Northwest,East,Northeast,Northeast,Northeast,Northwest,South,Northeast,West,Northeast,South,North,West,East,East,East,East
Saint Lucia,Northeast,Northeast,Northeast,West,Northeast,East,Northwest,South,North,South,Northeast,West,Southwest,Northeast,Northeast,Northwest,Northeast,Northeast,Southeast,Northeast,Northeast,West,East,North,Northeast,South,Northeast,Southeast,Southeast,South,East,Northwest,North,Northeast,East,Northeast,East,Northeast,East,Northwest,East,West,East,East,South,North,East,East,Southwest,East,West,West,East,Northeast,Northwest,West,Northeast,Northeast,East,Northeast,East,North,Northwest,Southwest,Northeast,West,East,East,Northeast,Southeast,East,South,Northeast,West,Northeast,Northeast,Southeast,West,Southeast,East,East,Northeast,Northeast,Northeast,East,Northeast,Northeast,North,South,North,Northwest,West,Northeast,East,East,South,Northwest,Southeast,West,North,Northeast,North,Northeast,North,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,West,North,Northeast,Northeast,Northeast,East,West,Northeast,Northeast,Northeast,Northeast,Northeast,Northeast,Southeast,East,Northeast,Northeast,Northeast,Northeast,North,East,East,Northeast,East,East,Northeast,West,North,East,East,East,West,Northwest,Northeast,Northeast,North,Northeast,North,Northeast,East,Southeast,West,Northeast,Northeast,West,Southwest,West,East,East,West,Southwest,North,Northeast,Northwest,Northeast,Northeast,Northeast,Northwest,Northeast,West,West,South,Southwest,North,Southwest,Northeast,Northeast,Northwest,Northeast,East,Northeast,North,East,East,Southeast,Northwest,0,North,South,West,Northeast,East,Northeast,East,Northeast,East,East,Northeast,Northeast,Northeast,West,East,Southeast,South,North,Northeast,Northeast,East,Southeast,North,Northeast,Northeast,Northeast,North,Northeast,East,Northeast,Northwest,East,West,West,South,Northeast,Northeast,Northeast,Northwest,West,Northwest,East,Northeast,Northeast,Northeast,Northwest,South,Northeast,West,Northeast,Southwest,North,West,East,East,East,East
